record_id,Latitude,Longitude,main_damag,grouped_da,confidence,geo_result,occupancy,address,parsed_add,address_di,country,parish,town,suburb,street,place,wind_speed
BLDG25299,15.30111525,-61.3854214,Highly Damaged,Damaged Buildings,nan,"15.30104795,-61.3854360941168,clinic",clinic,"Urgent Care - Dr. Sam Christian, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Urgent Care - Dr. Sam Christian,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Urgent Care - Dr. Sam Christian,140
BLDG25300,15.30094123,-61.38569473,Completely Destroyed,Damaged Buildings,nan,"15.30057935,-61.3859612998109,yes",yes,"Financial Centre, Kennedy Avenue, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Financial Centre,Kennedy Avenue,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Kennedy Avenue,Financial Centre,140
BLDG25301,15.30082799,-61.38564436,Completely Destroyed,Damaged Buildings,nan,"15.30057935,-61.3859612998109,yes",yes,"Financial Centre, Kennedy Avenue, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Financial Centre,Kennedy Avenue,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Kennedy Avenue,Financial Centre,140
BLDG25302,15.30076823,-61.38531566,Completely Destroyed,Damaged Buildings,nan,"15.30104795,-61.3854360941168,clinic",clinic,"Urgent Care - Dr. Sam Christian, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Urgent Care - Dr. Sam Christian,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Urgent Care - Dr. Sam Christian,140
BLDG25303,15.30079245,-61.38549089,Completely Destroyed,Damaged Buildings,nan,"15.30104795,-61.3854360941168,clinic",clinic,"Urgent Care - Dr. Sam Christian, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Urgent Care - Dr. Sam Christian,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Urgent Care - Dr. Sam Christian,140
BLDG25304,15.30021121,-61.38553476,Moderately Damaged,Damaged Buildings,nan,"15.2982733,-61.3872714,tertiary",tertiary,"Cork Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Cork Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Cork Street,None,140
BLDG25305,15.30054935,-61.38520499,Moderately Damaged,Damaged Buildings,nan,"15.2982733,-61.3872714,tertiary",tertiary,"Cork Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Cork Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Cork Street,None,140
BLDG25306,15.30046896,-61.3851997,Moderately Damaged,Damaged Buildings,nan,"15.2982733,-61.3872714,tertiary",tertiary,"Cork Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Cork Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Cork Street,None,140
BLDG25307,15.30061893,-61.3850389,Highly Damaged,Damaged Buildings,nan,"15.3004356,-61.3849199,hairdresser",hairdresser,"48 Hours, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","48 Hours,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,48 Hours,140
BLDG25308,15.30054553,-61.38494091,Highly Damaged,Damaged Buildings,nan,"15.3004356,-61.3849199,hairdresser",hairdresser,"48 Hours, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","48 Hours,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,48 Hours,140
BLDG25309,15.3003167,-61.3853073,Moderately Damaged,Damaged Buildings,nan,"15.2982733,-61.3872714,tertiary",tertiary,"Cork Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Cork Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Cork Street,None,140
BLDG25310,15.30052273,-61.38549296,Moderately Damaged,Damaged Buildings,nan,"15.2989073,-61.3872711,residential",residential,"Great Malborough Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Great Malborough Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Great Malborough Street,None,140
BLDG25311,15.30059186,-61.3852638,Highly Damaged,Damaged Buildings,nan,"15.3004356,-61.3849199,hairdresser",hairdresser,"48 Hours, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","48 Hours,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,48 Hours,140
BLDG25312,15.30071298,-61.38534762,Completely Destroyed,Damaged Buildings,nan,"15.30104795,-61.3854360941168,clinic",clinic,"Urgent Care - Dr. Sam Christian, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Urgent Care - Dr. Sam Christian,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Urgent Care - Dr. Sam Christian,140
BLDG25313,15.30066766,-61.38516467,Highly Damaged,Damaged Buildings,nan,"15.3004356,-61.3849199,hairdresser",hairdresser,"48 Hours, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","48 Hours,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,48 Hours,140
BLDG25314,15.30044718,-61.38509737,Negligible to slight damage,Damaged Buildings,nan,"15.2982733,-61.3872714,tertiary",tertiary,"Cork Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Cork Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Cork Street,None,140
BLDG25315,15.30027803,-61.38498633,Moderately Damaged,Damaged Buildings,nan,"15.2982733,-61.3872714,tertiary",tertiary,"Cork Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Cork Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Cork Street,None,140
BLDG25316,15.3001815,-61.38512897,Highly Damaged,Damaged Buildings,nan,"15.2982733,-61.3872714,tertiary",tertiary,"Cork Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Cork Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Cork Street,None,140
BLDG25317,15.30020223,-61.38429116,Highly Damaged,Damaged Buildings,nan,"15.3007208,-61.3841595,residential",residential,"Boyds Avenue, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Boyds Avenue,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Boyds Avenue,None,140
BLDG25318,15.30031036,-61.38443027,Moderately Damaged,Damaged Buildings,nan,"15.3007208,-61.3841595,residential",residential,"Boyds Avenue, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Boyds Avenue,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Boyds Avenue,None,140
BLDG25319,15.30005361,-61.38357881,Negligible to slight damage,Damaged Buildings,nan,"15.29960285,-61.3826781330386,attraction",attraction,"Botanical Gardens, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Botanical Gardens,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Botanical Gardens,140
BLDG25320,15.30000882,-61.38373486,Negligible to slight damage,Damaged Buildings,nan,"15.29966995,-61.3838757789202,school",school,"Convent Prep School, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Convent Prep School,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Convent Prep School,140
BLDG25321,15.29964734,-61.3842757,Moderately Damaged,Damaged Buildings,nan,"15.29964755,-61.384331041162,yes",yes,"The Hara Agencies LTD, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","The Hara Agencies LTD,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,The Hara Agencies LTD,140
BLDG25322,15.29928446,-61.38409322,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25323,15.2995453,-61.38444993,Highly Damaged,Damaged Buildings,nan,"15.29964755,-61.384331041162,yes",yes,"The Hara Agencies LTD, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","The Hara Agencies LTD,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,The Hara Agencies LTD,140
BLDG25324,15.29934603,-61.38440613,Highly Damaged,Damaged Buildings,nan,"15.29964755,-61.384331041162,yes",yes,"The Hara Agencies LTD, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","The Hara Agencies LTD,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,The Hara Agencies LTD,140
BLDG25325,15.29921612,-61.38416667,Highly Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25326,15.299076,-61.38383662,Highly Damaged,Damaged Buildings,nan,"15.2992154,-61.3834619160714,school",school,"Convent High School, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Convent High School,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Convent High School,140
BLDG25327,15.29859203,-61.38410444,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"St. Martin's School, 36, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","St. Martin's School,36,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,36,140
BLDG25328,15.29901909,-61.38416818,Highly Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25329,15.29883674,-61.38434696,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"St. Martin's School, 36, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","St. Martin's School,36,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,36,140
BLDG25330,15.29883727,-61.38389167,Highly Damaged,Damaged Buildings,nan,"15.2992154,-61.3834619160714,school",school,"Convent High School, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Convent High School,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Convent High School,140
BLDG25331,15.29871856,-61.38361271,Highly Damaged,Damaged Buildings,nan,"15.29960285,-61.3826781330386,attraction",attraction,"Botanical Gardens, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Botanical Gardens,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Botanical Gardens,140
BLDG25332,15.29912495,-61.38399195,Completely Destroyed,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25333,15.29905875,-61.38409692,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25334,15.29908321,-61.38403957,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25335,15.2986498,-61.38415721,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"St. Martin's School, 36, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","St. Martin's School,36,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,36,140
BLDG25336,15.2983299,-61.38409857,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"St. Martin's School, 36, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","St. Martin's School,36,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,36,140
BLDG25337,15.29872609,-61.3843892,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"St. Martin's School, 36, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","St. Martin's School,36,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,36,140
BLDG25338,15.29808176,-61.38443947,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"St. Martin's School, 36, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","St. Martin's School,36,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,36,140
BLDG25339,15.29843578,-61.38366021,Highly Damaged,Damaged Buildings,nan,"15.29960285,-61.3826781330386,attraction",attraction,"Botanical Gardens, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Botanical Gardens,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Botanical Gardens,140
BLDG25340,15.29858925,-61.38372013,Highly Damaged,Damaged Buildings,nan,"15.29960285,-61.3826781330386,attraction",attraction,"Botanical Gardens, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Botanical Gardens,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Botanical Gardens,140
BLDG25341,15.29896426,-61.38372711,Highly Damaged,Damaged Buildings,nan,"15.2992154,-61.3834619160714,school",school,"Convent High School, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Convent High School,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Convent High School,140
BLDG25342,15.29888499,-61.38334732,Negligible to slight damage,Damaged Buildings,nan,"15.29960285,-61.3826781330386,attraction",attraction,"Botanical Gardens, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Botanical Gardens,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Botanical Gardens,140
BLDG25343,15.29883023,-61.38424058,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"St. Martin's School, 36, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","St. Martin's School,36,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,36,140
BLDG25344,15.29889026,-61.38460672,Completely Destroyed,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25345,15.29897232,-61.38457849,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25346,15.2990478,-61.38443404,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25347,15.29907428,-61.38439244,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25348,15.29911612,-61.38435862,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25349,15.29930442,-61.38473757,Moderately Damaged,Damaged Buildings,nan,"15.2990546,-61.3853438,bus_stop",bus_stop,"Mini Busses to Trafalgar Falls, King George V Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Mini Busses to Trafalgar Falls,King George V Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,King George V Street,Mini Busses to Trafalgar Falls,140
BLDG25350,15.2991892,-61.38494146,Moderately Damaged,Damaged Buildings,nan,"15.2990546,-61.3853438,bus_stop",bus_stop,"Mini Busses to Trafalgar Falls, King George V Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Mini Busses to Trafalgar Falls,King George V Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,King George V Street,Mini Busses to Trafalgar Falls,140
BLDG25351,15.29907338,-61.38506257,Moderately Damaged,Damaged Buildings,nan,"15.2990546,-61.3853438,bus_stop",bus_stop,"Mini Busses to Trafalgar Falls, King George V Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Mini Busses to Trafalgar Falls,King George V Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,King George V Street,Mini Busses to Trafalgar Falls,140
BLDG25352,15.29904114,-61.38483616,Negligible to slight damage,Damaged Buildings,nan,"15.2990546,-61.3853438,bus_stop",bus_stop,"Mini Busses to Trafalgar Falls, King George V Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Mini Busses to Trafalgar Falls,King George V Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,King George V Street,Mini Busses to Trafalgar Falls,140
BLDG25353,15.29937618,-61.38411189,Highly Damaged,Damaged Buildings,nan,"15.29966995,-61.3838757789202,school",school,"Convent Prep School, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Convent Prep School,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,Convent Prep School,140
BLDG25354,15.2994663,-61.38417279,Highly Damaged,Damaged Buildings,nan,"15.29964755,-61.384331041162,yes",yes,"The Hara Agencies LTD, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","The Hara Agencies LTD,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,The Hara Agencies LTD,140
BLDG25355,15.29957673,-61.38415038,Negligible to slight damage,Damaged Buildings,nan,"15.29964755,-61.384331041162,yes",yes,"The Hara Agencies LTD, Bath Road, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","The Hara Agencies LTD,Bath Road,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Bath Road,The Hara Agencies LTD,140
BLDG25356,15.29915016,-61.38427068,Moderately Damaged,Damaged Buildings,nan,"15.2988491,-61.384559,residential",residential,"Virgin Lane, Goodwill, Roseau, Saint George Parish, 00109-800, Dominica","Virgin Lane,Goodwill,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Goodwill,Virgin Lane,None,140
BLDG25357,15.30062091,-61.38635663,Moderately Damaged,Damaged Buildings,nan,"15.30057935,-61.3859612998109,yes",yes,"Financial Centre, Kennedy Avenue, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Financial Centre,Kennedy Avenue,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Kennedy Avenue,Financial Centre,140
BLDG25358,15.30057045,-61.38640629,Moderately Damaged,Damaged Buildings,nan,"15.30057935,-61.3859612998109,yes",yes,"Financial Centre, Kennedy Avenue, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Financial Centre,Kennedy Avenue,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Kennedy Avenue,Financial Centre,140
BLDG25359,15.30052004,-61.38646211,Highly Damaged,Damaged Buildings,nan,"15.3004176,-61.386521,information",information,"Kittours & Taxi Services, Kennedy Avenue, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Kittours & Taxi Services,Kennedy Avenue,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Kennedy Avenue,Kittours & Taxi Services,140
BLDG25360,15.3004726,-61.38651482,Highly Damaged,Damaged Buildings,nan,"15.3004176,-61.386521,information",information,"Kittours & Taxi Services, Kennedy Avenue, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Kittours & Taxi Services,Kennedy Avenue,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Kennedy Avenue,Kittours & Taxi Services,140
BLDG25361,15.30055392,-61.38660043,Highly Damaged,Damaged Buildings,nan,"15.3004176,-61.386521,information",information,"Kittours & Taxi Services, Kennedy Avenue, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Kittours & Taxi Services,Kennedy Avenue,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Kennedy Avenue,Kittours & Taxi Services,140
BLDG25362,15.30040809,-61.38710353,Moderately Damaged,Damaged Buildings,nan,"15.3004465,-61.3871646,beauty",beauty,"Nat's Beauty Salon, Hillsborough Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Nat's Beauty Salon,Hillsborough Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Hillsborough Street,Nat's Beauty Salon,140
BLDG25363,15.30055054,-61.38696077,Moderately Damaged,Damaged Buildings,nan,"15.30071865,-61.3872036589253,yes",yes,"All Saints University (Annex), Hillsborough Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","All Saints University (Annex),Hillsborough Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Hillsborough Street,All Saints University (Annex),140
BLDG25364,15.30063675,-61.38689544,Highly Damaged,Damaged Buildings,nan,"15.30071865,-61.3872036589253,yes",yes,"All Saints University (Annex), Hillsborough Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","All Saints University (Annex),Hillsborough Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Hillsborough Street,All Saints University (Annex),140
BLDG25365,15.300743,-61.38795094,Highly Damaged,Damaged Buildings,nan,"15.30108245,-61.3876342500824,hairdresser",hairdresser,"Good 2 Go Hair Club, River Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Good 2 Go Hair Club,River Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,River Street,Good 2 Go Hair Club,140
BLDG25366,15.30081839,-61.38804275,Moderately Damaged,Damaged Buildings,nan,"15.3007837,-61.3882118,fast_food",fast_food,"Iroc Subs & Pizza, River Bank, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Iroc Subs & Pizza,River Bank,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,River Bank,Iroc Subs & Pizza,140
BLDG25367,15.30070251,-61.38813911,Highly Damaged,Damaged Buildings,nan,"15.3007837,-61.3882118,fast_food",fast_food,"Iroc Subs & Pizza, River Bank, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Iroc Subs & Pizza,River Bank,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,River Bank,Iroc Subs & Pizza,140
BLDG25368,15.30075895,-61.3880894,Highly Damaged,Damaged Buildings,nan,"15.3007837,-61.3882118,fast_food",fast_food,"Iroc Subs & Pizza, River Bank, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Iroc Subs & Pizza,River Bank,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,River Bank,Iroc Subs & Pizza,140
BLDG25369,15.30068672,-61.3880222,Highly Damaged,Damaged Buildings,nan,"15.30108245,-61.3876342500824,hairdresser",hairdresser,"Good 2 Go Hair Club, River Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Good 2 Go Hair Club,River Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,River Street,Good 2 Go Hair Club,140
BLDG25370,15.30051887,-61.38754307,Highly Damaged,Damaged Buildings,nan,"15.30016975,-61.38719675,restaurant",restaurant,"Trini Delight, Independence Street, Potters Ville, Roseau, Saint George Parish, 00109-800, Dominica","Trini Delight,Independence Street,Potters Ville,Roseau,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Roseau,Potters Ville,Independence Street,Trini Delight,140
